Id,Complete Name,Department,Employement Status,Location,% terminated,Age,Birthdate,Gender,Hire Date,Jobtitle,Location City,Location State,Termdate
00-8679430,Lorianna Mitten,Accounting,Terminated,Remote,1,46,6/25/1976,Non-Conforming,10-10-2011,Help Desk Technician,Louisville,Kentucky,14-09-2019
00-8679766,Modesty O'Spellissey,Services,Active,HQ,1,53,02-11-1969,Female,21-07-2002,Computer Systems Analyst II,Cleveland,Ohio,14-09-2019
00-8704487,Lorain Kibbe,Accounting,Active,Remote,1,43,09-05-1979,Female,25-03-2002,Human Resources Analyst,Chicago,Illinois,14-09-2019
00-8712138,Gabie Lawleff,Training,Active,Remote,1,57,12/24/1965,Male,12-08-2006,Project Manager,Harrisburg,Pennsylvania,14-09-2018
00-8719634,Melanie Rylands,Accounting,Active,HQ,1,24,1/26/1998,Female,07-03-2016,Research Assistant II,Cleveland,Ohio,14-09-2018
00-8734191,Timothea Summergill,Training,Active,HQ,1,26,2/27/1996,Female,11-09-2005,Human Resources Analyst II,Cleveland,Ohio,14-09-2015
00-8772885,Thorn Kidston,Engineering,Terminated,Remote,1,49,10-11-1973,Male,20-12-2010,Software Engineer II,Chicago,Illinois,14-09-2012
00-8823459,Irvine Shillinglaw,Engineering,Active,HQ,0,47,1/19/1975,Female,11-06-2017,Software Consultant,Cleveland,Ohio,13-09-2032
00-8842682,Lissi Copcote,Engineering,Active,HQ,0,50,01-05-1972,Male,02-06-2020,Administrative Assistant,Cleveland,Ohio,13-09-2029
00-8912428,Brana Gwin,Accounting,Active,HQ,0,42,07-12-1980,Male,18-08-2013,Accounting Assistant I,Cleveland,Ohio,13-09-2028
00-8960230,Mohandis Piecha,Engineering,Active,HQ,0,55,6/28/1967,Male,31-12-2008,Human Resources Analyst II,Cleveland,Ohio,13-09-2026
00-9028931,Caressa Van Leeuwen,Engineering,Active,HQ,0,49,3/18/1973,Female,30-01-2020,Research Assistant I,Cleveland,Ohio,13-09-2023
00-9061522,Garrard Oakenfull,Sales,Active,Remote,1,21,7/18/2001,Male,31-05-2005,Staff Accountant I,Philadelphia,Pennsylvania,13-09-2020
00-9089278,Chrissy Zamudio,Services,Active,HQ,1,38,2/25/1984,Male,25-04-2006,Staff Accountant I,Cleveland,Ohio,13-09-2019
00-9125378,Rosie Denyakin,Engineering,Active,HQ,1,41,01-02-1981,Male,20-11-2005,Research Assistant,Cleveland,Ohio,13-09-2009
00-9129949,Margery Darbyshire,Training,Active,HQ,0,29,3/28/1993,Male,14-07-2017,Budget/Accounting Analyst II,Cleveland,Ohio,31-08-2032
00-9148951,Sybilla Oleszkiewicz,Accounting,Active,Remote,0,39,1/21/1983,Male,28-10-2013,Content Developer,Scranton,Pennsylvania,31-08-2025
00-9220924,Chrysler Brekonridge,Engineering,Active,HQ,1,53,7/18/1969,Non-Conforming,26-12-2006,Research Assistant I,Cleveland,Ohio,31-08-2021
00-9244844,Roselin Warke,Services,Active,HQ,1,21,12-01-2001,Male,05-01-2014,Accounting Assistant I,Cleveland,Ohio,31-08-2015
00-9248315,Lettie Shute,Engineering,Active,HQ,0,47,07-07-1975,Female,06-06-2019,Research Assistant II,Cleveland,Ohio,30-08-2035
00-9256735,Alphonse Horsewood,Engineering,Active,Remote,0,47,3/31/1975,Male,01-05-2019,Research Assistant II,Erie,Pennsylvania,30-08-2034
00-9261338,Sharline Andrzej,Accounting,Active,Remote,0,54,3/26/1968,Female,28-03-2019,Analyst Programmer,Dayton,Ohio,30-08-2032
00-9351773,Liesa Melling,Auditing,Active,HQ,0,27,12/29/1995,Female,18-08-2016,Service Tech,Cleveland,Ohio,30-08-2031
00-9358294,Dale Whitland,Accounting,Active,HQ,0,47,12/26/1975,Male,17-06-2008,Business Analyst,Cleveland,Ohio,30-08-2025
00-9378033,Mechelle Waggatt,Human Resources,Active,HQ,1,43,12-01-1979,Female,28-04-2007,Data Visualization Specialist,Cleveland,Ohio,30-08-2021
00-9436631,Curr De Biasi,Business Development,Active,HQ,1,54,9/13/1968,Male,07-12-2003,Staff Accountant II,Cleveland,Ohio,30-08-2021
00-9445290,Audra Burdus,Services,Active,Remote,1,40,12/24/1982,Male,10-12-2015,Recruiter,Madison,Wisconsin,30-08-2019
00-9477913,Merlina Laing,Engineering,Active,Remote,1,39,5/19/1983,Male,10-12-2016,Human Resources Analyst II,Milwaukee,Wisconsin,30-08-2019
00-9519379,Lorianna Hayley,Engineering,Active,HQ,1,38,8/26/1984,Female,29-10-2000,Web Developer IV,Cleveland,Ohio,30-08-2012
00-9624016,Carina Finan,Engineering,Active,HQ,1,41,3/16/1981,Male,09-04-2009,Information Systems Manager,Cleveland,Ohio,30-08-2011
00-9627775,Nana Grimme,Product Management,Active,HQ,1,24,8/16/1998,Male,16-08-2001,Accountant I,Cleveland,Ohio,30-08-2006
00-9700945,Zora Peller,Accounting,Active,Remote,1,37,09-10-1985,Male,30-04-2001,Software Test Engineer II,Milwaukee,Wisconsin,30-08-2004
00-9731481,Kelbee Noni,Engineering,Active,HQ,0,21,7/26/2001,Female,24-04-2018,Programmer Analyst II,Cleveland,Ohio,29-08-2037
00-9763187,Amandy Lafferty,Marketing,Active,HQ,0,23,06-10-1999,Male,27-04-2017,Developer IV,Cleveland,Ohio,29-08-2033
00-9782513,Kerianne Bault,Business Development,Active,HQ,0,38,1/31/1984,Male,03-05-2012,Database Administrator I,Cleveland,Ohio,29-08-2032
00-9792606,Kalle Minchindon,Accounting,Active,HQ,0,23,10/29/1999,Female,01-01-2018,Analyst Programmer,Cleveland,Ohio,29-08-2023
00-9837994,Adam Tremoille,Human Resources,Active,Remote,0,34,2/15/1988,Female,13-08-2007,Accounting Assistant II,Cincinnati,Ohio,29-08-2022
00-9880182,Fan Lockley,Support,Active,Remote,1,22,05-10-2000,Male,20-10-2011,Senior Trainer,Pittsburgh,Pennsylvania,29-08-2021
00-9896573,Shae Avramow,Human Resources,Active,HQ,1,33,07-11-1989,Female,28-08-2011,Software Test Engineer II,Cleveland,Ohio,29-08-2021
01-0027092,Jock Aarons,Engineering,Active,HQ,1,34,11-01-1988,Female,20-09-2006,Content Developer II,Cleveland,Ohio,29-08-2021
01-0036386,Dion Sundin,Human Resources,Active,Remote,1,30,6/30/1992,Female,12-03-2000,Developer IV,Cleveland,Ohio,29-08-2020
01-0038079,Tierney Oldknow,Support,Active,HQ,1,35,3/27/1987,Male,03-02-2003,Human Resources Analyst II,Cleveland,Ohio,29-08-2014
01-0074905,Robinson Le Moucheux,Human Resources,Terminated,HQ,1,22,5/23/2000,Male,10-04-2005,Senior Cost Accountant,Cleveland,Ohio,29-08-2009
01-0116125,Upton Bowater,Accounting,Active,HQ,1,50,5/29/1972,Female,22-12-2000,Software Test Engineer III,Cleveland,Ohio,29-08-2005
01-0169206,Whitney Garred,Business Development,Active,HQ,1,47,2/24/1975,Female,24-07-2001,Software Engineer III,Cleveland,Ohio,29-08-2003
01-0204393,Josephine Marriot,Engineering,Active,HQ,0,28,6/24/1994,Male,28-02-2016,Accountant I,Cleveland,Ohio,28-08-2035
01-0280611,Larine Dreakin,Engineering,Active,HQ,0,43,3/22/1979,Male,06-07-2009,Senior Developer,Cleveland,Ohio,28-08-2028
01-0348994,Wainwright Osban,Sales,Active,HQ,0,32,12/21/1990,Female,12-04-2010,Software Engineer I,Cleveland,Ohio,28-08-2027
01-0364885,Orella Brim,Human Resources,Active,HQ,0,31,10/27/1991,Female,18-12-2015,Software Test Engineer II,Cleveland,Ohio,28-08-2026
01-0373372,Aldus Sturr,Services,Active,HQ,0,20,10-07-2002,Female,07-12-2009,Project Manager,Cleveland,Ohio,28-08-2025
01-0381181,Merv Weiss,Accounting,Terminated,HQ,0,39,2/26/1983,Male,29-09-2007,Systems Administrator I,Cleveland,Ohio,28-08-2025
01-0417194,Nissy Reskelly,Support,Terminated,HQ,1,53,11/24/1969,Female,19-05-2004,Account Executive,Cleveland,Ohio,28-08-2020
01-0502994,Jaynell Hunnybun,Product Management,Active,HQ,1,32,07-12-1990,Female,16-11-2006,Accountant III,Cleveland,Ohio,28-08-2019
01-0506260,Ives Phette,Human Resources,Active,HQ,1,33,1/30/1989,Female,10-06-2011,Training Manager,Cleveland,Ohio,28-08-2018
01-0551724,Moina Gabby,Support,Active,HQ,1,25,08-06-1997,Male,14-07-2008,Budget/Accounting Analyst I,Cleveland,Ohio,28-08-2012
01-0586118,Barry Bryns,Engineering,Active,HQ,1,29,12-02-1993,Male,02-10-2001,Systems Administrator I,Cleveland,Ohio,28-08-2009
01-0600294,Susanna Bushell,Product Management,Terminated,Remote,1,51,2/19/1971,Male,09-05-2001,Service Tech III,Philadelphia,Pennsylvania,28-08-2009
01-0641203,Forrester Dadge,Engineering,Active,HQ,1,42,10/26/1980,Female,13-01-2007,Accounting Assistant II,Cleveland,Ohio,28-08-2007
01-0645501,Shanon Fonzone,Human Resources,Active,Remote,1,54,03-03-1968,Male,31-05-2002,Research Assistant II,Columbus,Ohio,28-08-2005
01-0663336,Elisabet Allchorne,Sales,Active,Remote,0,42,9/24/1980,Male,25-08-2017,Customer Success Manager,Indianapolis,Indiana,27-08-2036
01-0692047,Yorgo Pywell,Accounting,Active,HQ,0,33,03-05-1989,Female,17-05-2017,Staff Accountant I,Cleveland,Ohio,27-08-2035
01-0708619,Calvin Tudor,Services,Active,Remote,0,42,4/26/1980,Non-Conforming,12-10-2019,Web Developer I,South Bend,Indiana,27-08-2032
01-0770833,Louise Spottiswoode,Sales,Active,HQ,0,39,9/20/1983,Female,28-09-2008,Software Engineer I,Cleveland,Ohio,27-08-2027
01-0807331,Gene Renals,Legal,Active,Remote,0,45,6/28/1977,Female,12-09-2017,Project Manager,Pittsburgh,Pennsylvania,27-08-2026
01-0892737,Noni Stuttard,Engineering,Active,HQ,0,53,01-03-1969,Male,23-12-2015,Software Test Engineer I,Cleveland,Ohio,27-08-2025
01-0896141,Richmound Aust,Support,Active,HQ,0,55,4/16/1967,Female,04-01-2010,Database Administrator II,Cleveland,Ohio,27-08-2023
01-0957306,Thelma Nanson,Services,Active,Remote,1,53,12/31/1969,Female,07-06-2009,Account Executive,Lansing,Michigan,27-08-2021
01-1097895,Sayer Balcock,Sales,Active,HQ,1,49,10-07-1973,Female,19-05-2017,Senior Cost Accountant,Cleveland,Ohio,27-08-2021
01-1147276,Philis Bayne,Human Resources,Active,HQ,1,35,1/15/1987,Female,20-12-2005,Trainer I,Cleveland,Ohio,27-08-2020
01-1215079,Maribelle Shankster,Human Resources,Active,HQ,1,52,8/13/1970,Male,29-12-2005,Relationshiop Manager,Cleveland,Ohio,27-08-2019
01-1228565,Otho Lernihan,Support,Active,HQ,1,36,9/21/1986,Female,11-06-2013,Human Resources Manager,Cleveland,Ohio,27-08-2015
01-1253052,Dena Kob,Accounting,Active,HQ,0,41,9/29/1981,Female,22-01-2018,Business Systems Development Analyst,Cleveland,Ohio,26-08-2035
01-1268137,Loreen Bewicke,Engineering,Terminated,HQ,0,26,5/31/1996,Male,25-10-2018,Media Manager II,Cleveland,Ohio,26-08-2032
01-1280118,Tannie Dillamore,Sales,Active,Remote,0,23,06-08-1999,Male,16-07-2011,Business Analyst,Cincinnati,Ohio,26-08-2030
01-1409605,Cayla Hubbis,Product Management,Active,HQ,0,34,08-04-1988,Male,10-05-2018,Senior Financial Analyst,Cleveland,Ohio,26-08-2029
01-1414652,Cleavland Dodridge,Engineering,Active,HQ,0,24,03-12-1998,Female,22-11-2010,Data Coordiator,Cleveland,Ohio,26-08-2028
01-1504920,Leyla Stiell,Training,Active,HQ,0,51,06-12-1971,Male,06-04-2011,Solutions Engineer Manager,Cleveland,Ohio,26-08-2025
01-1531866,Brier Mansel,Business Development,Active,Remote,0,28,10/15/1994,Male,13-11-2017,Accountant II,Cincinnati,Ohio,26-08-2024
01-1552788,Manon Sive,Engineering,Active,HQ,0,31,06-10-1991,Female,27-06-2012,Analyst Programmer,Cleveland,Ohio,26-08-2024
01-1627226,Clementine Chatain,Research and Development,Active,HQ,0,35,12-03-1987,Male,19-03-2019,Automation Specialist IV,Cleveland,Ohio,26-08-2023
01-1660610,Xenos Vallerine,Training,Terminated,HQ,1,23,01-08-1999,Female,05-04-2004,Recruiter,Cleveland,Ohio,26-08-2021
01-1732321,Roddy Dimanche,Engineering,Active,HQ,1,46,6/23/1976,Female,14-06-2012,Software Consultant,Cleveland,Ohio,26-08-2015
01-1734242,Munmro Keirl,Services,Active,HQ,1,37,3/13/1985,Male,11-01-2007,Human Resources Analyst II,Cleveland,Ohio,26-08-2011
01-1808657,Wallie Kemet,Accounting,Active,HQ,1,29,8/13/1993,Female,14-09-2002,Computer Systems Analyst IV,Cleveland,Ohio,26-08-2008
01-1814975,Nell Mepsted,Services,Active,HQ,0,35,05-05-1987,Male,06-06-2017,Budget/Accounting Analyst I,Cleveland,Ohio,25-08-2025
01-1836101,Montague Snooks,Services,Active,HQ,0,29,1/26/1993,Female,27-07-2013,Analyst Programmer,Cleveland,Ohio,25-08-2024
01-1941908,Sue Zelake,Human Resources,Active,HQ,1,28,5/14/1994,Female,26-08-2005,Account Executive,Cleveland,Ohio,25-08-2019
01-1960711,Allegra Drury,Human Resources,Active,HQ,1,38,03-03-1984,Female,28-09-2015,Help Desk Operator,Cleveland,Ohio,25-08-2019
01-1978400,Janie Schiefersten,Human Resources,Active,Remote,1,47,05-11-1975,Female,01-11-2016,Junior Trainer,Lexington,Kentucky,25-08-2016
01-2020198,Piper Murcutt,Services,Active,HQ,1,39,6/15/1983,Female,03-07-2011,Business Systems Development Analyst,Cleveland,Ohio,25-08-2014
01-2088180,Noemi Veljes,Sales,Active,HQ,1,25,06-01-1997,Male,25-04-2011,Research Assistant II,Cleveland,Ohio,25-08-2013
01-2097413,Hugues Balog,Engineering,Terminated,Remote,0,29,9/27/1993,Female,14-08-2019,VP Quality Control,Philadelphia,Pennsylvania,24-08-2040
01-2132667,Ginnifer Worssam,Engineering,Active,HQ,0,26,8/19/1996,Male,08-10-2017,Staff Accountant I,Cleveland,Ohio,24-08-2033
01-2171203,Darelle Beall,Engineering,Active,Remote,0,36,2/27/1986,Female,27-03-2017,Senior Cost Accountant,Cleveland,Ohio,24-08-2029
01-2267883,Gamaliel Cowsby,Engineering,Active,Remote,0,37,08-12-1985,Non-Conforming,17-03-2017,Cost Accountant,Chicago,Illinois,24-08-2024
01-2313150,Bee Daymond,Accounting,Active,HQ,1,45,06-03-1977,Female,14-11-2005,Budget/Accounting Analyst I,Cleveland,Ohio,24-08-2022
01-2328373,Ced Grutchfield,Business Development,Active,Remote,1,29,7/28/1993,Male,19-11-2012,Accountant IV,Akron,Ohio,24-08-2021
01-2355796,Aila Seares,Human Resources,Active,HQ,1,27,2/15/1995,Male,20-06-2008,Cost Accountant,Cleveland,Ohio,24-08-2018
01-2363709,Yorker Tritton,Engineering,Active,HQ,1,35,8/20/1987,Female,01-06-2017,Tax Accountant,Cleveland,Ohio,24-08-2017
01-2387075,Rubi Simmins,Services,Active,Remote,1,51,2/25/1971,Female,18-07-2015,Account Executive,Cincinnati,Ohio,24-08-2016
01-2451586,Timi Cunnah,Business Development,Active,HQ,1,22,10-05-2000,Male,02-10-2012,Business Systems Development Analyst,Cleveland,Ohio,24-08-2014
01-2465977,Hube Simmig,Product Management,Active,HQ,1,36,1/22/1986,Female,24-11-2000,Senior Trainer,Cleveland,Ohio,24-08-2006
01-2470877,Nixie Very,Training,Active,Remote,0,53,7/17/1969,Female,26-03-2020,Help Desk Operator,Columbus,Ohio,23-08-2037
01-2488429,Shelagh Gilfether,Marketing,Active,HQ,0,27,3/23/1995,Male,30-11-2012,Systems Administrator II,Cleveland,Ohio,23-08-2029
01-2541527,Augustina Bradnam,Legal,Active,Remote,0,50,03-07-1972,Male,20-01-2008,Database Administrator I,Detroit,Michigan,23-08-2023
01-2612988,Avigdor Date,Human Resources,Active,HQ,0,41,10/29/1981,Female,14-11-2015,Research Assistant II,Cleveland,Ohio,23-08-2023
01-2630437,Shellysheldon Wilks,Business Development,Active,HQ,1,34,02-06-1988,Male,07-01-2014,Operator,Cleveland,Ohio,23-08-2022
01-2645802,Samaria Chalcot,Human Resources,Active,HQ,1,43,11/15/1979,Female,25-03-2015,Business Analyst,Cleveland,Ohio,23-08-2020
01-2689848,Editha Shimmings,Engineering,Active,Remote,1,41,9/24/1981,Male,28-08-2004,Software Engineer I,Springfield,Illinois,23-08-2009
01-2788678,Kaylil Horning,Marketing,Active,HQ,1,26,7/19/1996,Female,22-03-2001,HR Manager,Cleveland,Ohio,23-08-2006
01-2879659,Forrester Dowden,Engineering,Active,Remote,0,20,05-09-2002,Male,09-12-2017,Developer II,Cincinnati,Ohio,22-08-2028
01-2937041,Hussein Barff,Accounting,Active,HQ,1,25,12/17/1997,Female,02-01-2007,Structural Engineer,Cleveland,Ohio,22-08-2020
01-2960698,Anallise Ingraham,Engineering,Active,HQ,1,27,03-08-1995,Non-Conforming,02-04-2017,Librarian,Cleveland,Ohio,22-08-2020
01-3002835,Imojean Cleaton,Business Development,Active,HQ,1,51,07-12-1971,Male,03-05-2010,Service Manager,Cleveland,Ohio,22-08-2019
01-3016077,Manny Cleft,Engineering,Active,HQ,1,45,04-04-1977,Non-Conforming,05-06-2009,Staff Accountant I,Cleveland,Ohio,22-08-2018
01-3018825,Franzen Londors,Sales,Terminated,HQ,1,23,11/18/1999,Male,10-05-2011,Chief Design Engineer,Cleveland,Ohio,22-08-2015
01-3159066,Delaney Padell,Accounting,Active,HQ,1,28,3/28/1994,Male,05-08-2002,Service Tech III,Cleveland,Ohio,22-08-2011
01-3233687,Quinlan Rayson,Human Resources,Active,HQ,1,28,12-09-1994,Female,05-09-2006,Recruiter,Cleveland,Ohio,22-08-2006
01-3364844,Lyda Greaterex,Human Resources,Active,HQ,1,44,07-08-1978,Female,21-03-2001,Support Staff,Cleveland,Ohio,22-08-2005
01-3541845,Gusella Tavner,Research and Development,Active,HQ,1,34,02-05-1988,Male,28-04-2003,Research Associate,Cleveland,Ohio,22-08-2003
01-3665845,Abagael Wildin,Sales,Active,HQ,0,32,10-08-1990,Female,08-02-2019,Cost Accountant,Cleveland,Ohio,21-08-2040
01-3741902,Riki Purrier,Business Development,Active,HQ,0,51,05-08-1971,Male,13-11-2018,Programmer III,Cleveland,Ohio,21-08-2038
01-3752254,Bryn Lomb,Accounting,Active,HQ,0,25,2/21/1997,Male,22-06-2016,Research Assistant II,Cleveland,Ohio,21-08-2033
01-3753257,Kizzee Horick,Services,Active,HQ,0,24,7/29/1998,Female,16-02-2015,Graphic Designer,Cleveland,Ohio,21-08-2031
01-3784389,Fenelia Ducham,Services,Active,Remote,0,46,3/27/1976,Female,22-11-2012,Administrative Assistant II,Aurora,Illinois,21-08-2029
01-3900995,Gerome Lambird,Training,Active,HQ,0,28,07-11-1994,Male,07-10-2013,Research Assistant II,Cleveland,Ohio,21-08-2027
01-3904693,Vanda Wildber,Engineering,Active,HQ,0,21,04-01-2001,Female,27-07-2006,Help Desk Technician,Cleveland,Ohio,21-08-2025
01-3920526,Jeffry Morando,Accounting,Active,HQ,0,40,6/30/1982,Male,03-04-2005,Data Coordiator,Cleveland,Ohio,21-08-2024
01-3950822,Jaquenetta Otham,Accounting,Terminated,Remote,1,38,10/14/1984,Female,29-09-2005,Data Visualization Specialist,Fort Wayne,Indiana,21-08-2019
01-3970659,Ericka Donwell,Engineering,Active,HQ,1,26,04-09-1996,Female,30-05-2012,Content Developer III,Cleveland,Ohio,21-08-2016
01-3999156,Sam Boyett,Services,Terminated,HQ,1,26,8/16/1996,Female,22-07-2006,Assistant Trainer,Cleveland,Ohio,21-08-2015
01-4138486,Lynea Handman,Engineering,Active,HQ,1,42,10-08-1980,Female,31-10-2009,Customer Success Manager,Cleveland,Ohio,21-08-2015
01-4149921,Katya Rannald,Business Development,Active,HQ,1,28,04-02-1994,Female,03-04-2011,Budget/Accounting Analyst IV,Cleveland,Ohio,21-08-2014
01-4227090,Ethelind Bransdon,Accounting,Active,HQ,1,47,04-12-1975,Male,15-09-2003,Senior Recruiter,Cleveland,Ohio,21-08-2012
01-4228010,Gertruda Prudham,Business Development,Active,Remote,1,55,2/13/1967,Male,06-05-2009,Business Analyst,Chicago,Illinois,21-08-2012
01-4236217,Melissa Chazotte,Human Resources,Terminated,HQ,1,21,12/15/2001,Female,20-04-2002,Desktop Support Technician,Cleveland,Ohio,21-08-2011
01-4276406,Nari McGarrell,Engineering,Active,Remote,1,43,8/13/1979,Female,11-01-2007,Customer Success Manager,Indianapolis,Indiana,21-08-2008
01-4278390,Godfrey Mourge,Engineering,Active,Remote,1,50,12/30/1972,Male,12-07-2001,Tax Accountant,Philadelphia,Pennsylvania,21-08-2006
01-4278780,Ysabel Evetts,Accounting,Active,HQ,0,23,10/22/1999,Male,31-12-2017,Budget/Accounting Analyst II,Cleveland,Ohio,20-08-2035
01-4279334,Marya Gabbotts,Research and Development,Terminated,HQ,0,25,05-03-1997,Female,09-02-2009,Cost Accountant,Cleveland,Ohio,20-08-2023
01-4289996,Luca Caslett,Services,Active,HQ,1,29,3/16/1993,Female,09-07-2009,Web Developer III,Cleveland,Ohio,20-08-2022
01-4335725,Godfrey Rathe,Engineering,Active,HQ,1,52,02-09-1970,Female,02-02-2017,Service Tech III,Cleveland,Ohio,20-08-2020
01-4338312,Ricki Lowde,Business Development,Active,HQ,1,45,5/18/1977,Male,26-03-2001,Research Assistant I,Cleveland,Ohio,20-08-2016
01-4377551,Valaree Jones,Services,Active,HQ,1,36,4/30/1986,Female,25-06-2008,Automation Specialist IV,Cleveland,Ohio,20-08-2013
01-4425713,Jocelyn Gothrup,Human Resources,Active,Remote,1,56,5/24/1966,Non-Conforming,02-12-2001,Computer Systems Analyst II,Cincinnati,Ohio,20-08-2012
01-4458473,Mabelle Lamping,Accounting,Active,HQ,1,27,09-03-1995,Female,16-06-2006,Software Test Engineer IV,Cleveland,Ohio,20-08-2006
01-4497883,Brew Borrott,Product Management,Active,HQ,1,47,02-12-1975,Male,23-01-2005,Senior Quality Engineer,Cleveland,Ohio,20-08-2005
01-4570713,Dalila Stobbs,Engineering,Active,HQ,0,54,2/23/1968,Female,09-08-2010,Design Engineer,Cleveland,Ohio,19-08-2028
01-4613458,Harmonia McGoon,Engineering,Terminated,HQ,0,24,09-04-1998,Male,07-06-2014,Data Coordiator,Cleveland,Ohio,19-08-2026
01-4620408,Linzy Geeves,Engineering,Terminated,Remote,0,41,3/15/1981,Female,22-08-2005,Business Systems Development Analyst,Youngstown,Ohio,19-08-2024
01-4624711,Nanon Boycott,Accounting,Active,HQ,1,48,1/30/1974,Female,25-04-2009,Staff Accountant I,Cleveland,Ohio,19-08-2020
01-4659570,Ernest Hitzschke,Engineering,Active,HQ,1,39,10/29/1983,Male,08-04-2005,Actuary,Cleveland,Ohio,19-08-2019
01-4684900,Lalo O'Hannay,Engineering,Active,HQ,1,25,7/13/1997,Female,01-01-2006,Recruiter,Cleveland,Ohio,19-08-2019
01-4807422,Brina Gabbetis,Business Development,Terminated,HQ,1,44,11/27/1978,Female,03-09-2006,Accounting Assistant IV,Cleveland,Ohio,19-08-2014
01-4810979,Rosamond Casetti,Training,Active,HQ,1,24,11-10-1998,Male,31-05-2012,Research Assistant II,Cleveland,Ohio,19-08-2014
01-4857076,Goddart Bramford,Accounting,Active,HQ,1,42,11-07-1980,Female,20-08-2004,Help Desk Operator,Cleveland,Ohio,19-08-2010
01-4886962,Phaedra Kolczynski,Training,Active,HQ,1,48,03-09-1974,Female,09-09-2009,Project Manager,Cleveland,Ohio,19-08-2010
